course,lesson,resource_title,original_url,local_path,kind
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://www.youtube.com/@futurepedia_io,https://www.youtube.com/@futurepedia_io,,youtube.com
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://www.linkedin.com/company/futurepedia,https://www.linkedin.com/company/futurepedia,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://x.com/futurepedia_io,https://x.com/futurepedia_io,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://chat.openai.com/g/g-ERKZdxC6D-automation-consultant-by-zapier,https://chat.openai.com/g/g-ERKZdxC6D-automation-consultant-by-zapier,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://skillleap.futurepedia.io/?utm_source=futurepedia.io&utm_medium=footer&utm_campaign=skillleap_link,https://skillleap.futurepedia.io/?utm_source=futurepedia.io&utm_medium=footer&utm_campaign=skillleap_link,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://www.tiktok.com/@futurepediaio,https://www.tiktok.com/@futurepediaio,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://www.instagram.com/futurepedia_io/,https://www.instagram.com/futurepedia_io/,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://www.facebook.com/futurepediadotio/,https://www.facebook.com/futurepediadotio/,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://www.google.com/recaptcha/enterprise/anchor?ar=1&k=6LdoD8IsAAAAAHBx3afoKRScfySorC_7IHDAEpQN&co=aHR0cHM6Ly93d3cuZnV0dXJlcGVkaWEuaW86NDQz&hl=en&v=gTpTIWhbKpxADzTzkcabhXN4&size=invisible&anchor-ms=20000&execute-ms=30000&cb=whr1ggxje15q,https://www.google.com/recaptcha/enterprise/anchor?ar=1&k=6LdoD8IsAAAAAHBx3afoKRScfySorC_7IHDAEpQN&co=aHR0cHM6Ly93d3cuZnV0dXJlcGVkaWEuaW86NDQz&hl=en&v=gTpTIWhbKpxADzTzkcabhXN4&size=invisible&anchor-ms=20000&execute-ms=30000&cb=whr1ggxje15q,,external
www.futurepedia.io resources,AI Automation 101: Boost Your Business for a Competitive Edge,https://ai-business-assessment-tool.lovable.app/top-ai-tools-embed,https://ai-business-assessment-tool.lovable.app/top-ai-tools-embed,,external
www.futurepedia.io resources,AI Evolution: Its Past & Future,https://www.youtube.com/@futurepedia_io,https://www.youtube.com/@futurepedia_io,,youtube.com
www.futurepedia.io resources,AI Evolution: Its Past & Future,https://www.linkedin.com/company/futurepedia,https://www.linkedin.com/company/futurepedia,,external
